Age,Experience_years,Daily_work_hours,Sleep_hours,Caffeine_intake,Bugs_per_day,Commits_per_day,Meetings_per_day,Screen_time,Exercise_hours,Stress_level,Burnout_level,Age_Group
32,1,7.27,7.22,3,19,13,7,10.93,1.06,76,High,31-35
25,0,5.36,4.8,4,19,2,0,7.08,0.19,63,Medium,20-25
34,6,5.56,5.19,5,9,9,4,7.45,1.33,43,Medium,31-35
34,13,10.84,6.31,1,10,20,8,13.97,0.3,78,High,31-35
38,4,4.2,4.94,3,6,22,2,6.36,0.49,26,Low,36-40
30,18,5.18,6.92,5,9,3,5,8.83,1.42,68,Medium,26-30
42,10,12.44,6.42,2,18,21,9,17.26,1.31,87,High,41-45
21,1,12.45,6.6,2,10,20,5,14.05,0.63,60,Medium,20-25
33,7,7.29,4.67,3,5,1,5,10.57,1.54,29,Low,31-35
21,8,4.88,6.59,1,7,12,3,9.57,1.88,18,Low,20-25
23,2,11.05,4.25,3,0,10,6,12.76,1.09,55,Medium,20-25
36,1,7.6,8.41,2,7,11,2,10.07,1.36,10,Low,36-40
22,6,4.45,5.72,6,4,0,5,5.94,0.54,29,Low,20-25
32,4,5.58,8.28,2,9,21,9,9.15,1.94,55,Medium,31-35
28,4,5.37,7.51,4,9,20,4,9.05,0.55,20,Low,26-30
26,19,9.89,7.83,6,3,8,2,13.55,1.77,53,Medium,26-30
34,12,12.98,5.57,1,1,11,1,16.15,1.86,27,Low,31-35
42,19,11.93,5.14,4,14,6,0,15.92,1.44,70,High,41-45
30,5,9.47,6.03,6,19,16,7,10.61,1.62,91,High,26-30
39,19,8.22,4.12,5,9,28,0,13.05,0.92,54,Medium,36-40
21,17,10.19,8.59,6,1,9,4,12.08,1.84,30,Low,20-25
34,1,8.44,5.94,5,5,14,4,9.93,1.49,52,Medium,31-35
33,5,6.46,8.94,5,13,26,0,11.22,0.65,34,Low,31-35
39,8,10.79,7.81,6,4,6,8,15.11,0.07,67,Medium,36-40
41,2,12.73,4.4,6,1,18,4,16.79,1.08,62,Medium,41-45
30,0,7.73,7.3,0,13,13,8,9.15,1.68,36,Medium,26-30
32,0,12.42,5.35,6,12,24,5,16.65,1.72,63,Medium,31-35
36,18,8.31,5.22,5,1,26,6,11.75,1.67,35,Medium,36-40
31,4,8.01,5.28,3,8,29,6,11.94,0.43,53,Medium,31-35
43,12,4.28,8.58,4,2,29,1,9.19,0.85,0,Low,41-45
40,18,10.95,6.5,5,14,10,4,12.73,1.23,76,High,36-40
34,11,12.08,7.35,1,2,1,1,15.1,1.34,41,Medium,31-35
35,15,10.64,5.4,7,11,0,3,14.65,0.67,60,Medium,31-35
24,18,5.51,6.61,6,5,25,2,8.24,1.39,27,Low,20-25
39,2,5.03,5.75,5,18,14,5,6.25,1.18,56,Medium,36-40
32,11,9.73,5.61,3,16,11,4,11.18,1.13,53,Medium,31-35
38,4,8.02,5.23,7,5,8,0,11.43,1.33,45,Medium,36-40
44,1,8.99,6.05,6,18,22,1,10.43,1.21,52,Medium,41-45
24,6,13.68,7.3,3,16,25,6,15.23,0.33,100,High,20-25
22,12,11.24,5.11,7,15,28,8,13.6,1.75,100,High,20-25
20,14,8.12,8.83,7,7,10,0,9.92,0.48,29,Low,20-25
25,2,4.19,4.62,3,18,0,3,5.29,1.49,46,Medium,20-25
34,19,4.34,6.4,3,7,19,2,5.95,0.35,6,Low,31-35
21,4,10.85,4.43,3,19,9,4,15.38,1.32,100,High,20-25
22,7,12.38,4.11,1,14,28,4,13.43,1.79,70,High,20-25
36,0,11.08,8.61,0,7,18,9,15.18,0.02,62,Medium,36-40
44,7,8.06,8.05,2,2,26,5,12.07,1.96,26,Low,41-45
43,17,4.31,7.47,0,15,22,1,7.57,0.06,28,Low,41-45
31,19,13.67,8.33,2,2,20,4,15.5,0.02,54,Medium,31-35
37,15,13.86,8.01,4,9,24,3,18.37,1.72,39,Medium,36-40
34,17,9.49,7.24,6,7,10,0,12.39,1.42,42,Medium,31-35
31,19,4.71,8.24,3,8,2,0,6.4,0.21,26,Low,31-35
35,11,9.41,5.95,4,11,26,0,12.13,1.87,44,Medium,31-35
27,12,12.92,6.76,4,17,15,7,14.7,1.34,71,High,26-30
33,12,10.8,7.88,6,16,21,2,13.3,0.22,75,High,31-35
32,9,11.2,4.42,2,7,9,8,14.19,1.72,56,Medium,31-35
36,6,4.85,8.29,1,19,1,9,7.29,0.96,39,Medium,36-40
40,13,5.07,4.78,4,10,18,1,8.7,0.56,17,Low,36-40
27,15,5.27,8.32,7,6,3,8,10.01,1.65,41,Medium,26-30
34,14,13.04,5.56,5,13,15,8,15.43,1.48,81,High,31-35
33,11,9.26,5.63,4,9,5,3,12.02,1.25,66,Medium,31-35
37,8,11.92,4.37,7,14,10,3,15.87,1.8,92,High,36-40
39,7,5.15,8.43,6,11,16,3,8.27,1.72,17,Low,36-40
26,17,13.28,4.87,7,19,14,0,16.0,0.45,100,High,26-30
22,17,12.21,7.15,4,16,21,4,16.47,1.76,87,High,20-25
31,12,6.25,7.22,0,7,3,5,10.81,0.75,21,Low,31-35
32,17,12.74,5.41,7,13,23,3,16.1,0.86,99,High,31-35
43,14,6.63,8.93,3,14,24,7,8.37,1.94,44,Medium,41-45
22,10,6.05,4.32,7,10,7,2,8.92,1.52,38,Medium,20-25
39,16,6.64,7.04,1,11,23,8,9.66,0.64,58,Medium,36-40
33,4,13.1,6.4,3,19,28,6,15.83,1.3,88,High,31-35
34,15,13.16,5.23,5,15,28,7,15.21,1.08,100,High,31-35
44,8,7.29,4.82,5,19,17,6,10.18,0.23,70,High,41-45
33,9,11.05,7.69,4,17,13,8,13.84,1.78,94,High,31-35
26,17,10.76,8.58,7,9,25,1,12.6,1.64,48,Medium,26-30
36,16,12.07,4.54,0,18,1,3,16.68,1.56,86,High,36-40
31,17,6.97,4.97,4,17,15,1,11.51,1.12,50,Medium,31-35
39,6,9.1,8.93,1,0,21,7,12.02,0.44,34,Low,36-40
23,3,10.68,4.08,2,3,14,1,13.28,1.77,53,Low,20-25
28,4,4.26,6.54,5,6,20,7,6.74,0.71,36,Medium,26-30
25,15,7.77,6.58,0,0,5,5,11.64,0.04,14,Low,20-25
35,2,10.96,5.32,5,7,8,6,14.39,1.96,73,High,31-35
44,17,6.53,7.32,1,16,11,5,9.93,1.72,38,Medium,41-45
41,13,13.58,8.72,1,7,9,8,15.08,1.25,61,Medium,41-45
41,14,4.3,6.25,7,4,6,3,7.77,0.02,15,Low,41-45
40,16,13.58,7.75,5,0,4,0,18.19,0.46,46,Medium,36-40
40,0,6.17,7.23,4,14,25,8,7.51,0.9,48,Medium,36-40
21,16,4.49,6.36,5,3,22,9,6.85,1.26,33,Low,20-25
43,10,6.92,4.25,7,6,14,7,9.96,1.42,54,Medium,41-45
27,16,11.86,7.71,4,13,26,0,15.6,1.58,44,Medium,26-30
30,13,11.52,5.82,5,11,11,9,12.88,1.11,83,High,26-30
32,19,6.09,5.12,4,2,0,5,10.58,1.31,24,Low,31-35
36,18,5.97,8.74,7,19,9,9,7.13,1.62,75,High,36-40
27,6,10.43,7.87,2,17,10,3,14.86,1.44,71,High,26-30
40,12,8.58,8.81,3,7,26,1,9.69,1.91,7,Low,36-40
37,17,11.92,5.28,3,1,22,2,13.53,1.75,45,Medium,36-40
37,13,4.24,8.18,4,5,19,8,8.44,0.34,25,Low,36-40
33,0,10.1,7.04,4,6,4,4,14.54,1.89,36,Medium,31-35
34,6,11.31,8.91,6,6,12,6,16.24,0.41,62,Medium,31-35
25,10,13.93,8.73,6,12,17,1,15.39,1.98,68,Medium,20-25
30,17,8.99,8.86,2,0,9,7,13.9,1.4,9,Low,26-30
32,8,6.32,8.76,7,7,20,2,7.63,1.26,34,Low,31-35
44,0,5.08,4.04,3,12,24,0,6.71,0.65,43,Medium,41-45
20,16,8.99,7.71,2,19,16,7,12.11,0.27,82,High,20-25
25,18,9.23,5.36,6,18,18,8,10.48,0.25,86,High,20-25
28,5,12.99,7.53,6,16,3,7,17.56,1.02,96,High,26-30
27,2,11.27,8.9,1,12,8,0,12.78,0.86,35,Medium,26-30
30,4,9.1,4.2,5,15,17,6,12.62,1.12,93,High,26-30
41,1,8.04,6.83,6,14,15,6,11.54,1.86,70,High,41-45
38,19,8.04,7.67,3,10,6,3,9.83,1.02,42,Medium,36-40
43,3,6.26,5.27,4,11,24,7,11.25,1.53,45,Medium,41-45
28,9,4.17,5.13,7,2,11,4,6.56,0.94,30,Low,26-30
36,9,9.75,4.3,0,8,25,3,14.37,0.43,62,Medium,36-40
31,10,6.12,4.47,6,13,3,4,10.91,1.71,50,Medium,31-35
44,15,6.08,7.28,1,6,20,1,10.88,1.36,15,Low,41-45
33,16,5.25,6.53,5,10,27,3,9.26,0.19,33,Low,31-35
34,15,5.9,4.15,0,9,11,9,7.92,1.08,35,Medium,31-35
35,6,4.32,6.46,2,2,11,7,5.8,1.7,0,Low,31-35
41,15,10.74,7.28,5,18,14,6,14.02,0.13,89,High,41-45
41,2,8.01,6.58,2,1,3,7,10.45,0.83,51,Medium,41-45
39,15,9.62,5.36,2,16,11,6,13.94,1.61,62,Medium,36-40
32,7,10.37,7.29,4,1,22,6,14.35,1.72,34,Low,31-35
29,11,13.72,5.82,2,15,7,6,15.83,1.55,92,High,26-30
32,10,4.68,7.51,6,16,23,1,5.75,0.61,37,Medium,31-35
37,16,8.18,7.41,0,9,29,2,10.13,1.01,33,Medium,36-40
20,17,6.46,4.46,1,3,29,0,9.73,1.48,20,Low,20-25
32,10,8.99,8.55,7,10,2,1,10.09,0.31,44,Medium,31-35
20,3,13.2,6.43,6,16,15,9,16.83,1.19,100,High,20-25
20,15,11.24,5.96,4,11,1,5,14.93,1.44,58,Medium,20-25
28,16,10.62,8.78,1,9,5,1,12.3,1.7,28,Low,26-30
32,8,8.41,6.19,2,15,27,0,11.8,0.22,62,Medium,31-35
20,5,10.71,7.61,3,3,16,7,14.14,0.66,57,Medium,20-25
32,19,4.32,7.28,5,2,11,8,7.23,1.08,27,Low,31-35
39,1,9.86,4.83,4,8,8,6,14.67,1.4,56,Medium,36-40
41,8,9.54,8.96,2,5,15,2,10.97,1.46,16,Low,41-45
26,5,7.47,6.32,4,11,6,0,10.1,0.51,28,Low,26-30
21,2,6.02,5.97,3,0,7,3,10.55,0.03,2,Low,20-25
25,19,12.08,8.6,7,13,6,9,14.63,1.39,83,High,20-25
26,5,4.54,6.65,0,9,20,2,7.24,1.82,7,Low,26-30
33,6,4.7,7.53,6,9,4,2,8.37,1.6,39,Medium,31-35
37,0,8.41,8.23,0,12,22,1,12.07,1.24,40,Medium,36-40
34,0,6.53,5.18,5,8,6,9,7.62,1.96,48,Medium,31-35
21,4,11.45,4.85,0,18,17,2,14.27,0.87,87,High,20-25
29,5,10.34,4.34,7,3,17,4,12.67,1.05,66,Medium,26-30
42,12,11.73,8.49,6,2,15,3,15.24,0.02,63,Medium,41-45
31,1,7.25,5.0,6,5,6,0,10.47,1.89,17,Low,31-35
36,14,11.41,5.54,7,8,20,0,15.01,1.02,70,High,36-40
27,14,8.99,5.43,3,9,1,0,16.24,0.78,54,Medium,26-30
30,12,7.45,5.52,1,8,16,9,9.47,0.09,51,Medium,26-30
22,13,7.4,7.34,4,16,24,8,9.39,0.72,73,Medium,20-25
25,6,13.0,8.77,3,9,26,8,15.48,0.01,69,Medium,20-25
28,13,4.5,5.65,3,5,7,8,6.47,0.65,40,Medium,26-30
25,9,7.5,6.04,2,15,1,9,11.23,1.9,73,High,20-25
28,16,5.19,7.86,7,16,17,5,8.6,0.31,52,Medium,26-30
26,13,4.29,6.16,0,10,18,3,6.16,1.09,19,Low,26-30
28,7,5.13,8.63,4,19,19,9,9.67,0.37,74,High,26-30
37,3,8.31,6.52,6,6,8,6,11.15,1.57,53,Medium,36-40
31,15,10.87,5.74,5,3,11,2,12.38,1.12,46,Medium,31-35
27,12,6.89,8.86,1,9,21,9,8.74,0.4,42,Medium,26-30
32,19,12.5,6.13,6,13,18,2,15.66,1.73,64,Medium,31-35
37,17,8.38,5.16,4,16,29,3,10.73,1.57,52,Medium,36-40
39,13,13.68,4.89,2,13,7,5,18.08,1.9,79,High,36-40
34,17,13.54,8.98,4,19,21,0,16.52,0.0,73,High,31-35
26,4,11.73,7.76,2,12,7,2,16.39,0.91,45,Medium,26-30
30,8,13.32,6.04,1,1,9,4,14.73,2.0,39,Medium,26-30
39,2,11.07,8.13,4,8,27,3,14.74,1.62,58,Medium,36-40
35,7,12.96,6.73,1,2,17,7,17.5,1.66,48,Medium,31-35
23,19,6.36,5.59,1,3,14,8,8.53,1.24,43,Medium,20-25
25,9,7.45,7.72,0,11,23,7,8.99,1.43,35,Medium,20-25
41,18,11.53,7.73,7,14,10,8,14.36,1.61,86,High,41-45
22,2,8.25,6.5,4,19,20,7,13.1,0.18,73,High,20-25
28,10,12.37,4.23,0,7,25,9,15.9,1.39,80,High,26-30
29,10,12.78,4.39,6,17,13,0,16.36,1.63,100,High,26-30
33,16,7.0,7.94,0,4,14,6,10.69,0.08,21,Low,31-35
30,15,12.23,8.12,6,1,13,8,13.39,0.59,60,Medium,26-30
37,6,5.54,7.39,5,8,11,0,8.32,0.65,9,Low,36-40
41,3,7.34,8.2,0,13,3,5,8.65,1.71,59,Medium,41-45
31,18,9.18,7.6,3,0,2,0,11.44,1.56,26,Low,31-35
42,11,6.26,8.48,2,19,11,9,10.55,1.31,50,Medium,41-45
31,14,9.79,4.75,2,3,24,1,13.42,1.61,33,Low,31-35
32,10,9.79,5.94,3,16,25,4,14.77,0.91,74,High,31-35
44,4,6.07,6.32,6,9,6,7,7.76,1.75,47,Medium,41-45
32,10,11.96,5.49,6,1,6,7,14.55,0.47,61,Medium,31-35
38,14,10.32,7.63,7,5,21,9,14.56,1.41,55,Medium,36-40
38,17,7.18,8.56,1,18,24,3,9.04,0.48,33,Low,36-40
42,10,6.32,6.06,4,8,18,6,7.93,0.08,59,Medium,41-45
33,10,12.79,8.71,4,18,13,6,15.5,0.57,94,High,31-35
23,1,12.36,6.58,4,18,0,8,14.89,0.99,100,High,20-25
32,19,6.3,6.61,0,8,6,8,11.22,1.69,26,Low,31-35
27,14,4.36,7.0,4,2,24,2,7.19,1.02,9,Low,26-30
42,19,12.05,5.34,4,9,21,7,16.49,0.36,77,High,41-45
40,3,10.16,5.92,6,5,9,4,14.71,1.99,54,Medium,36-40
42,17,5.01,6.77,4,16,17,4,6.64,0.54,53,Medium,41-45
38,5,9.87,8.71,2,12,12,7,13.73,1.97,85,High,36-40
31,18,8.52,7.21,3,12,7,5,10.63,1.87,80,High,31-35
32,10,11.75,5.67,5,6,8,9,13.13,1.08,83,High,31-35
25,1,6.09,6.46,6,8,25,9,10.59,0.18,84,High,20-25
37,7,8.53,8.91,1,17,14,0,10.7,1.39,27,Low,36-40
38,10,5.56,6.46,3,0,7,3,7.94,1.69,7,Low,36-40
41,4,13.58,8.69,4,19,24,8,15.88,0.89,90,High,41-45
24,17,11.79,6.75,1,12,0,4,13.59,1.02,70,High,20-25
43,17,11.37,7.03,1,7,2,3,14.11,1.61,50,Medium,41-45
28,13,10.9,7.56,3,8,18,9,13.61,1.09,90,High,26-30
32,9,8.23,5.6,3,0,29,0,10.87,0.4,13,Low,31-35
29,2,13.23,7.49,3,8,8,8,17.9,1.9,85,High,26-30
38,8,4.73,6.63,6,19,18,7,7.09,1.9,54,Medium,36-40
22,2,12.03,7.36,6,10,14,2,13.15,0.73,59,Medium,20-25
32,10,6.15,8.18,5,19,13,8,7.86,0.13,67,Medium,31-35
34,11,7.24,4.92,3,3,25,0,11.13,1.26,42,Medium,31-35
20,11,9.19,7.07,5,15,0,3,12.55,0.63,43,Medium,20-25
26,2,11.83,4.26,0,13,2,4,16.64,0.13,83,High,26-30
31,6,12.39,4.51,7,19,1,3,16.17,1.78,100,High,31-35
36,13,9.84,7.37,2,17,24,3,11.62,2.0,47,Medium,36-40
40,10,8.03,4.35,7,8,29,8,9.51,0.7,78,High,36-40
43,6,13.47,6.98,5,0,0,4,16.55,1.49,46,Medium,41-45
39,9,6.47,5.1,2,2,26,0,10.13,0.13,38,Medium,36-40
24,10,12.03,5.52,4,19,17,6,13.69,0.74,85,High,20-25
23,14,10.12,4.65,0,0,0,5,13.53,0.22,51,Medium,20-25
31,18,7.77,5.24,1,2,8,8,12.23,0.11,43,Medium,31-35
39,15,4.01,8.11,4,13,6,3,7.92,1.18,21,Low,36-40
43,19,8.47,7.19,4,13,29,5,12.13,1.6,63,Medium,41-45
37,11,6.77,8.75,1,12,12,5,10.93,0.91,46,Medium,36-40
36,17,5.04,4.24,6,0,16,9,6.46,1.05,43,Medium,36-40
38,12,4.75,7.96,2,14,12,6,6.57,0.54,25,Low,36-40
28,4,7.48,7.5,1,19,12,3,8.63,1.47,52,Medium,26-30
23,3,10.15,5.3,7,6,9,8,11.73,0.72,78,High,20-25
40,13,12.38,7.65,3,15,27,0,17.03,0.13,77,High,36-40
21,7,5.84,7.58,3,19,5,0,7.73,0.33,44,Medium,20-25
23,8,8.25,6.3,7,0,4,2,11.9,0.26,19,Low,20-25
21,10,7.92,7.44,5,14,9,5,11.69,0.87,79,High,20-25
34,2,9.13,6.22,5,9,13,4,12.71,0.13,91,High,31-35
21,4,12.1,5.68,6,14,10,0,15.32,1.61,75,High,20-25
23,17,9.54,6.33,2,18,4,4,12.48,1.82,68,Medium,20-25
25,0,12.47,8.48,3,5,3,5,15.15,0.5,60,Medium,20-25
26,7,9.19,5.92,0,5,2,3,13.86,0.97,48,Medium,26-30
29,10,10.04,6.02,4,0,13,6,11.08,1.04,60,Medium,26-30
38,16,8.37,7.04,2,15,12,2,9.58,1.97,49,Medium,36-40
38,16,12.23,7.76,2,17,23,4,12.02,0.13,85,High,36-40
41,10,13.24,7.67,1,12,22,5,15.56,1.34,71,High,41-45
31,1,10.39,4.1,2,11,4,6,13.02,0.69,100,High,31-35
22,5,12.21,7.44,6,17,11,9,17.2,1.0,79,High,20-25
32,13,4.59,6.25,7,9,24,1,8.69,0.43,24,Low,31-35
37,2,13.06,6.62,4,13,27,4,17.57,0.32,75,High,36-40
32,11,5.89,6.81,0,19,22,6,12.02,0.49,76,High,31-35
40,3,6.57,7.66,1,10,9,6,8.53,0.14,39,Medium,36-40
34,11,4.53,8.16,4,17,14,2,8.6,0.56,15,Low,31-35
20,12,13.65,7.23,7,11,6,7,17.88,1.38,53,High,20-25
22,1,12.52,6.82,4,16,6,0,15.72,1.3,80,High,20-25
27,1,13.13,5.87,5,2,3,3,17.71,1.11,60,Medium,26-30
23,14,12.47,4.69,2,0,11,2,17.34,0.0,52,Medium,20-25
35,16,8.8,8.79,6,0,27,3,11.68,0.25,30,Low,31-35
42,6,13.24,6.31,3,5,23,5,15.13,1.69,84,High,41-45
29,13,13.69,6.83,5,18,3,7,16.76,0.54,100,High,26-30
31,11,9.03,7.76,3,3,6,3,13.99,1.82,18,Low,31-35
33,16,5.76,4.34,4,12,19,7,7.93,1.75,58,Medium,31-35
33,13,10.59,8.28,0,11,12,0,14.06,0.31,55,Medium,31-35
21,5,13.75,7.99,3,7,7,7,17.53,1.8,71,High,20-25
42,18,12.72,7.87,6,19,13,9,14.58,1.26,97,High,41-45
24,5,12.62,4.11,4,6,29,1,15.97,1.26,52,Medium,20-25
24,17,13.34,6.63,1,6,2,5,15.6,1.71,63,Medium,20-25
25,4,12.94,4.27,2,6,1,5,17.36,0.81,72,High,20-25
32,5,11.76,6.75,0,13,9,2,15.62,1.47,54,Medium,31-35
28,1,11.18,7.59,7,17,5,4,15.49,1.34,81,High,26-30
41,7,6.65,4.61,6,18,22,1,8.45,1.54,51,Medium,41-45
34,14,10.21,7.47,6,19,6,7,11.35,1.32,98,High,31-35
33,14,8.99,6.25,0,18,15,7,13.61,0.16,76,High,31-35
43,10,12.62,8.06,1,17,5,4,15.17,0.59,95,High,41-45
26,0,8.92,6.67,0,5,15,6,10.64,1.88,46,Medium,26-30
44,17,5.28,5.68,4,15,26,7,6.65,0.45,59,Medium,41-45
39,11,4.05,5.66,0,2,23,3,7.12,0.94,0,Low,36-40
21,11,10.78,8.49,0,1,11,1,12.38,0.71,28,Low,20-25
26,10,9.5,6.26,0,14,21,4,12.77,0.17,66,Medium,26-30
25,7,7.31,6.03,7,19,14,6,11.22,0.36,73,Medium,20-25
36,6,5.69,4.2,4,10,21,3,8.83,0.57,34,Low,36-40
44,1,8.67,5.82,5,18,2,3,13.28,0.93,70,High,41-45
44,10,5.0,8.25,2,17,27,3,6.62,1.75,32,Low,41-45
21,9,7.36,7.8,3,10,15,8,10.34,1.03,52,Medium,20-25
22,2,7.79,5.1,5,2,17,8,9.44,1.3,50,Medium,20-25
24,19,8.66,6.07,0,3,14,9,13.16,0.85,59,Medium,20-25
24,9,8.67,4.98,1,5,22,7,13.4,1.74,41,Medium,20-25
20,17,6.57,8.77,6,11,5,7,9.17,1.33,65,Medium,20-25
27,13,12.5,6.99,1,3,16,6,14.72,0.18,42,Medium,26-30
31,17,7.56,7.77,4,11,1,0,9.68,0.96,24,Low,31-35
43,7,6.3,7.57,2,9,1,7,10.74,1.65,12,Low,41-45
23,9,5.76,8.37,0,1,16,3,9.49,1.47,1,Low,20-25
32,12,7.23,8.75,4,11,18,0,11.75,1.81,26,Low,31-35
42,7,4.68,4.16,3,12,14,0,6.15,0.46,51,Medium,41-45
34,3,4.33,8.88,2,15,3,2,7.23,1.95,18,Low,31-35
30,3,10.05,8.35,2,3,27,2,13.75,0.57,38,Medium,26-30
29,4,10.19,5.91,4,7,17,9,14.78,0.1,64,Medium,26-30
22,0,9.3,8.19,5,4,7,0,11.83,0.99,12,Low,20-25
41,16,11.62,7.68,6,13,8,7,13.87,0.22,53,High,41-45
33,1,4.39,7.97,1,14,23,3,9.04,1.36,31,Low,31-35
35,7,13.36,5.1,5,10,22,3,14.55,1.8,78,High,31-35
29,6,4.95,7.24,2,9,25,5,7.87,1.84,14,Low,26-30
29,14,10.74,4.13,1,9,17,8,13.57,1.21,99,High,26-30
31,4,5.33,8.24,2,5,21,8,6.91,1.07,34,Low,31-35
28,1,12.8,8.76,7,15,10,7,15.38,1.99,77,High,26-30
20,6,9.11,7.31,6,3,15,0,13.0,1.16,29,Low,20-25
24,10,4.82,6.56,2,8,15,9,7.29,1.85,21,Low,20-25
39,6,10.17,7.63,2,9,3,9,12.41,1.83,61,Medium,36-40
27,6,4.09,5.63,3,4,20,1,12.02,0.58,7,Low,26-30
30,13,11.76,7.13,1,9,8,2,16.71,0.03,80,High,26-30
31,17,10.51,7.59,3,15,12,4,14.63,1.02,73,High,31-35
20,5,8.99,4.71,1,10,24,4,10.52,1.72,11,Low,20-25
44,3,7.75,4.7,6,5,19,9,12.51,1.67,79,High,41-45
41,9,4.08,7.58,6,6,7,7,8.29,1.21,33,Low,41-45
39,17,10.94,6.16,7,9,10,1,15.86,0.31,82,High,36-40
44,11,7.23,8.45,3,12,20,1,11.22,0.22,37,Medium,41-45
30,15,9.72,5.56,3,9,8,7,13.37,1.91,77,High,26-30
24,6,13.57,4.21,3,8,17,0,17.34,0.84,60,Medium,20-25
34,5,6.99,7.25,6,7,19,8,11.59,1.3,55,Medium,31-35
24,4,13.9,7.42,6,15,2,1,17.63,1.81,86,High,20-25
31,2,10.33,6.77,4,2,22,4,14.37,1.74,22,Medium,31-35
24,11,6.42,7.42,3,4,29,2,8.28,1.13,8,Low,20-25
36,14,8.37,6.62,7,12,17,5,13.02,1.02,53,Medium,36-40
36,9,11.4,7.46,5,17,18,7,14.19,1.47,100,High,36-40
43,19,8.46,4.22,5,15,8,7,10.1,0.7,94,High,41-45
31,18,4.69,5.84,2,13,23,5,8.89,1.25,35,Medium,31-35
43,15,5.69,5.05,0,10,17,8,8.12,0.05,62,Medium,41-45
34,10,11.91,4.5,3,17,21,6,13.65,1.65,77,High,31-35
34,7,10.48,5.17,0,7,15,1,12.51,2.0,41,Medium,31-35
25,2,9.7,4.96,0,11,13,0,10.84,1.91,50,Medium,20-25
31,6,5.68,8.87,2,18,18,7,7.04,0.72,44,Medium,31-35
39,6,12.38,5.43,0,19,27,0,15.75,1.06,72,High,36-40
37,13,13.61,5.15,7,1,28,7,18.07,0.47,87,High,36-40
33,1,4.41,8.17,6,8,21,8,7.2,0.61,49,Medium,31-35
21,9,4.78,6.1,0,8,29,0,8.28,0.91,0,Low,20-25
28,18,12.85,6.11,6,13,14,6,17.09,1.49,86,High,26-30
24,8,12.16,6.22,6,14,20,4,14.59,0.04,78,High,20-25
39,15,10.18,6.08,5,10,25,7,13.8,0.79,79,High,36-40
20,18,13.45,5.63,6,12,3,3,15.85,1.11,81,High,20-25
42,17,10.46,5.43,0,4,11,1,14.03,0.43,47,Medium,41-45
22,8,6.16,8.41,1,5,6,6,8.03,0.16,12,Low,20-25
25,15,11.29,4.81,7,4,10,6,16.2,1.08,67,Medium,20-25
24,12,10.46,4.91,3,0,25,7,11.76,1.28,73,High,20-25
40,9,13.86,6.86,7,17,6,8,16.88,1.28,100,High,36-40
24,19,6.14,5.72,7,7,19,5,8.29,0.71,58,Medium,20-25
20,13,9.98,6.11,3,16,2,2,13.38,0.47,56,Medium,20-25
36,11,11.8,8.03,0,9,14,4,14.51,0.44,41,Medium,36-40
38,18,7.39,8.52,2,10,1,2,9.62,0.08,46,Medium,36-40
33,6,7.8,7.95,1,2,19,9,9.8,0.37,46,Medium,31-35
31,14,12.88,5.17,2,7,14,8,14.61,1.64,73,High,31-35
29,15,8.04,8.9,2,7,19,4,12.17,0.01,50,Medium,26-30
39,7,10.25,5.82,0,2,11,6,12.14,0.09,43,Medium,36-40
40,9,12.89,4.85,4,9,20,9,16.98,0.25,88,High,36-40
37,3,6.1,6.5,0,18,16,6,9.04,0.84,54,Medium,36-40
43,18,13.82,7.63,5,13,17,6,15.11,0.67,86,High,41-45
30,18,11.02,4.42,4,17,7,9,12.68,0.36,93,High,26-30
21,14,8.96,7.17,6,2,23,3,13.53,0.22,38,Medium,20-25
44,13,8.31,8.29,1,19,7,3,11.72,1.88,50,Medium,41-45
37,0,13.54,5.31,4,13,4,2,15.28,1.82,85,High,36-40
44,15,6.06,7.47,0,10,23,5,9.88,1.54,48,Medium,41-45
26,9,7.12,6.0,0,9,8,8,11.41,0.5,63,Medium,26-30
43,18,7.08,6.07,2,13,29,4,9.4,0.65,39,Medium,41-45
34,2,6.89,5.4,0,0,19,5,10.12,1.33,48,Medium,31-35
30,4,8.69,7.12,6,15,19,3,10.86,0.58,63,Medium,26-30
37,8,13.89,5.8,5,5,22,0,15.21,1.02,64,Medium,36-40
32,17,12.89,8.15,0,17,4,6,15.49,1.3,70,High,31-35
31,10,7.28,8.81,3,15,26,5,11.29,1.04,49,Medium,31-35
25,15,8.99,8.68,3,18,9,5,11.06,0.83,59,Medium,20-25
39,1,10.69,4.82,2,15,0,3,13.31,0.7,80,High,36-40
42,11,4.17,4.07,4,4,23,9,6.63,1.56,48,Medium,41-45
32,5,12.2,6.19,4,11,3,7,15.04,1.48,76,High,31-35
39,10,12.8,7.64,3,5,23,7,15.07,1.39,75,High,36-40
35,7,12.57,8.89,5,1,15,0,16.02,0.75,30,Low,31-35
37,11,7.75,7.92,1,15,17,8,9.0,1.55,66,Medium,36-40
29,1,8.62,6.9,6,10,27,7,12.85,1.92,52,Medium,26-30
42,8,4.12,4.13,7,11,11,1,5.81,1.38,24,Low,41-45
27,14,7.99,8.13,6,10,19,8,11.52,0.82,56,Medium,26-30
37,1,8.6,4.89,6,19,14,3,11.4,1.59,72,High,36-40
40,10,13.07,4.28,5,18,17,9,17.16,1.22,100,High,36-40
20,9,12.94,8.25,3,7,4,5,17.24,1.76,54,Medium,20-25
42,1,13.66,6.83,6,17,25,1,15.48,1.43,77,High,41-45
